"license_id","employee_id","license_name","expiry_date"
47406,401046415,"Security Screening Training","2023-11-12"
48255,693737876,"Tour Guide Level 2","2023-11-12"
52904,591924638,"VAT Handling Cert","2023-11-12"
92048,334034786,"Fraud Prevention Cert","2023-11-12"
28982,997371998,"AML Awareness","2023-11-13"
32436,417766004,"Fraud Prevention Cert","2023-11-13"
39665,941639610,"Tour Guide Level 2","2023-11-13"
71610,986854281,"Corporate Travel Cert","2023-11-13"
7340,420558328,"Corporate Travel Cert","2023-11-14"
10577,499847333,"API Access Approval","2023-11-14"
75149,683864708,"Advanced Ticketing Cert","2023-11-14"
85748,238610871,"API Access Approval","2023-11-14"
39183,850822738,"Senior Agent Accreditation","2023-11-15"
63693,977504771,"API Access Approval","2023-11-15"
82638,721568963,"Customer Privacy Training","2023-11-15"
31023,191631058,"API Access Approval","2023-11-16"
57229,635373920,"Fraud Prevention Cert","2023-11-16"
28699,110529784,"Corporate Travel Cert","2023-11-17"
48538,600145055,"Senior Agent Accreditation","2023-11-17"
99310,642394190,"Senior Agent Accreditation","2023-11-18"
42322,708337199,"Senior Agent Accreditation","2023-11-19"
71411,915730513,"Senior Agent Accreditation","2023-11-19"
1264,989056940,"IATA Agent","2023-11-20"
6386,535974538,"Advanced Ticketing Cert","2023-11-20"
58046,784366633,"VAT Handling Cert","2023-11-20"
60078,348641412,"API Access Approval","2023-11-20"
60376,890970004,"Tour Guide Level 1","2023-11-20"
72376,588075361,"VAT Handling Cert","2023-11-20"
99836,445828532,"Security Screening Training","2023-11-20"
4893,155481212,"API Access Approval","2023-11-21"
28344,603927041,"Security Screening Training","2023-11-21"
19083,576401888,"VAT Handling Cert","2023-11-22"
39367,864300367,"Customer Privacy Training","2023-11-22"
83001,652326941,"IATA Agent","2023-11-22"
13878,261058652,"Senior Agent Accreditation","2023-11-23"
41283,256941782,"Security Screening Training","2023-11-23"
59841,650640747,"IATA Agent","2023-11-23"
66703,966531786,"IATA Agent","2023-11-23"
99636,639362431,"AML Awareness","2023-11-23"
15408,636045823,"Customer Privacy Training","2023-11-24"
23212,411198775,"Fraud Prevention Cert","2023-11-24"
51212,136070243,"Security Screening Training","2023-11-24"
67944,439801379,"Security Screening Training","2023-11-24"
97446,437526685,"Tour Guide Level 2","2023-11-24"
97634,848292860,"VAT Handling Cert","2023-11-24"
10878,854783813,"AML Awareness","2023-11-25"
22925,543300584,"API Access Approval","2023-11-25"
31713,675489799,"Fraud Prevention Cert","2023-11-25"
14672,190744448,"IATA Agent","2023-11-26"
87500,415054157,"Advanced Ticketing Cert","2023-11-26"
38124,326207987,"Advanced Ticketing Cert","2023-11-27"
51544,296154886,"Senior Agent Accreditation","2023-11-27"
58988,798473176,"API Access Approval","2023-11-27"
64237,788713772,"IATA Agent","2023-11-27"
79580,577071344,"API Access Approval","2023-11-27"
88144,377029365,"Advanced Ticketing Cert","2023-11-27"
29064,395189706,"AML Awareness","2023-11-28"
33414,920067034,"Senior Agent Accreditation","2023-11-28"
49082,610299609,"Tour Guide Level 2","2023-11-28"
60307,965613980,"Senior Agent Accreditation","2023-11-28"
72918,136919852,"VAT Handling Cert","2023-11-28"
11320,984905557,"Customer Privacy Training","2023-11-29"
30790,381010666,"IATA Agent","2023-11-29"
56107,674416146,"Customer Privacy Training","2023-11-29"
64407,684122270,"AML Awareness","2023-11-29"
74113,305478870,"Senior Agent Accreditation","2023-11-29"
27245,538824660,"Corporate Travel Cert","2023-11-30"
38762,563933580,"Tour Guide Level 1","2023-11-30"
58179,608138169,"VAT Handling Cert","2023-11-30"
79658,890739565,"Customer Privacy Training","2023-11-30"
16540,771930848,"Tour Guide Level 1","2023-12-01"
49776,468529890,"Tour Guide Level 2","2023-12-01"
3738,905144443,"VAT Handling Cert","2023-12-02"
41029,149973945,"API Access Approval","2023-12-02"
59560,877597667,"Customer Privacy Training","2023-12-02"
70012,558125329,"API Access Approval","2023-12-02"
83413,202421506,"Fraud Prevention Cert","2023-12-02"
85645,609256164,"Advanced Ticketing Cert","2023-12-02"
69310,120684996,"Fraud Prevention Cert","2023-12-03"
89013,186766924,"VAT Handling Cert","2023-12-03"
2954,198362167,"API Access Approval","2023-12-04"
6000,167270773,"Advanced Ticketing Cert","2023-12-04"
16561,418045126,"IATA Agent","2023-12-04"
76490,823175585,"Corporate Travel Cert","2023-12-04"
91470,526114389,"IATA Agent","2023-12-04"
9297,531548178,"Corporate Travel Cert","2023-12-05"
12832,225999291,"VAT Handling Cert","2023-12-05"
65919,737224223,"Corporate Travel Cert","2023-12-05"
7424,451033554,"AML Awareness","2023-12-06"
39570,237937249,"Customer Privacy Training","2023-12-06"
56849,245716018,"API Access Approval","2023-12-06"
81244,199106039,"Security Screening Training","2023-12-06"
493,786792446,"Corporate Travel Cert","2023-12-07"
52640,643972597,"IATA Agent","2023-12-07"
59237,268726981,"VAT Handling Cert","2023-12-07"
15568,578344935,"Senior Agent Accreditation","2023-12-08"
7259,609829704,"Corporate Travel Cert","2023-12-09"
9454,295572228,"IATA Agent","2023-12-09"
26912,253100302,"VAT Handling Cert","2023-12-09"
28983,559754812,"IATA Agent","2023-12-09"
61493,662424660,"AML Awareness","2023-12-09"
88693,623229566,"Security Screening Training","2023-12-09"
92232,470580206,"Advanced Ticketing Cert","2023-12-09"
39718,398851182,"AML Awareness","2023-12-10"
46473,106861950,"Customer Privacy Training","2023-12-10"
13270,674949748,"Customer Privacy Training","2023-12-11"
36598,317517051,"Corporate Travel Cert","2023-12-11"
56806,236193380,"Tour Guide Level 2","2023-12-11"
75264,364142232,"Fraud Prevention Cert","2023-12-11"
19620,849681425,"Senior Agent Accreditation","2023-12-12"
47986,937891052,"Corporate Travel Cert","2023-12-12"
82812,842683123,"Corporate Travel Cert","2023-12-12"
21939,900911018,"Tour Guide Level 1","2023-12-13"
43705,698920309,"Security Screening Training","2023-12-14"
52785,206962089,"Fraud Prevention Cert","2023-12-14"
4436,841180501,"Security Screening Training","2023-12-15"
22829,239190755,"Customer Privacy Training","2023-12-15"
87325,517364746,"Advanced Ticketing Cert","2023-12-15"
9532,604104307,"Advanced Ticketing Cert","2023-12-16"
9808,687892249,"Senior Agent Accreditation","2023-12-16"
56333,354365050,"IATA Agent","2023-12-16"
13851,901642875,"API Access Approval","2023-12-17"
17698,141568396,"Advanced Ticketing Cert","2023-12-17"
19298,776253121,"Customer Privacy Training","2023-12-17"
78304,484588312,"Tour Guide Level 1","2023-12-17"
64191,914457291,"Corporate Travel Cert","2023-12-18"
72672,967778011,"Security Screening Training","2023-12-18"
73505,912930072,"AML Awareness","2023-12-18"
48932,339647177,"Fraud Prevention Cert","2023-12-19"
83455,340723160,"API Access Approval","2023-12-19"
84088,542932803,"Tour Guide Level 2","2023-12-19"
85023,384655084,"Security Screening Training","2023-12-19"
1736,635860980,"Tour Guide Level 2","2023-12-20"
61610,808300472,"VAT Handling Cert","2023-12-20"
71179,635778971,"VAT Handling Cert","2023-12-20"
82694,562311628,"Corporate Travel Cert","2023-12-20"
37932,398197540,"VAT Handling Cert","2023-12-21"
47879,826233469,"Advanced Ticketing Cert","2023-12-21"
73940,111068342,"Senior Agent Accreditation","2023-12-21"
14948,135519890,"API Access Approval","2023-12-22"
31879,647656845,"Corporate Travel Cert","2023-12-22"
51529,519489157,"Advanced Ticketing Cert","2023-12-22"
65572,249650678,"Advanced Ticketing Cert","2023-12-22"
95932,485776915,"Corporate Travel Cert","2023-12-22"
61331,148197665,"Advanced Ticketing Cert","2023-12-24"
86563,949829522,"API Access Approval","2023-12-24"
16040,505296647,"API Access Approval","2023-12-25"
42634,876319690,"Advanced Ticketing Cert","2023-12-25"
44860,619985281,"Fraud Prevention Cert","2023-12-25"
73296,103418217,"Senior Agent Accreditation","2023-12-25"
2130,534188188,"AML Awareness","2023-12-26"
6245,440925741,"Fraud Prevention Cert","2023-12-26"
47548,969788746,"Tour Guide Level 1","2023-12-26"
61742,176807707,"IATA Agent","2023-12-26"
92812,822096859,"Advanced Ticketing Cert","2023-12-26"
9296,531548178,"Tour Guide Level 1","2023-12-27"
33110,192580478,"Advanced Ticketing Cert","2023-12-27"
36873,185791070,"Senior Agent Accreditation","2023-12-27"
47670,443596154,"Tour Guide Level 2","2023-12-27"
2632,161509861,"Advanced Ticketing Cert","2023-12-28"
13992,321235432,"Security Screening Training","2023-12-28"
38760,429518105,"Advanced Ticketing Cert","2023-12-28"
87267,460563981,"Security Screening Training","2023-12-28"
11823,850479579,"API Access Approval","2023-12-29"
56215,524899582,"Customer Privacy Training","2023-12-29"
69145,755658513,"AML Awareness","2023-12-29"
13521,670001211,"Corporate Travel Cert","2023-12-30"
33780,553336413,"Tour Guide Level 2","2023-12-30"
8743,119115312,"VAT Handling Cert","2023-12-31"
15701,251840590,"Tour Guide Level 2","2023-12-31"
23184,248988111,"Tour Guide Level 1","2023-12-31"
32524,782265368,"Senior Agent Accreditation","2023-12-31"
59194,635959456,"Tour Guide Level 1","2023-12-31"
63916,921667629,"Tour Guide Level 1","2023-12-31"
43766,636491880,"Fraud Prevention Cert","2024-01-01"
56974,275895429,"Fraud Prevention Cert","2024-01-01"
88907,953740276,"Security Screening Training","2024-01-01"
2670,947034287,"IATA Agent","2024-01-02"
30463,414674421,"Advanced Ticketing Cert","2024-01-02"
35851,274968048,"AML Awareness","2024-01-03"
50453,403033531,"Advanced Ticketing Cert","2024-01-03"
67983,979681477,"Fraud Prevention Cert","2024-01-03"
77011,321793730,"IATA Agent","2024-01-03"
96249,830513055,"Senior Agent Accreditation","2024-01-03"
99542,226826277,"Advanced Ticketing Cert","2024-01-03"
5872,792606101,"Customer Privacy Training","2024-01-04"
12214,740072735,"API Access Approval","2024-01-04"
61724,477926584,"Fraud Prevention Cert","2024-01-04"
3225,611076733,"Security Screening Training","2024-01-05"
58701,680871138,"Advanced Ticketing Cert","2024-01-05"
82407,542009575,"Tour Guide Level 2","2024-01-05"
82843,477852541,"Tour Guide Level 2","2024-01-05"
9927,357239934,"Senior Agent Accreditation","2024-01-06"
15356,222144755,"Senior Agent Accreditation","2024-01-06"
19809,381753560,"Customer Privacy Training","2024-01-06"
31600,750850435,"Security Screening Training","2024-01-06"
58225,235312877,"Security Screening Training","2024-01-06"
42135,871426943,"Customer Privacy Training","2024-01-07"
10224,316057895,"Fraud Prevention Cert","2024-01-08"
17953,205991399,"AML Awareness","2024-01-08"
38142,543175627,"API Access Approval","2024-01-08"
58989,798473176,"Security Screening Training","2024-01-08"
83931,833843879,"Security Screening Training","2024-01-08"
29896,659672283,"Corporate Travel Cert","2024-01-09"
49224,247522184,"Customer Privacy Training","2024-01-09"
50715,675224717,"IATA Agent","2024-01-09"
8247,305353375,"AML Awareness","2024-01-10"
19676,909683986,"API Access Approval","2024-01-10"
73746,336310497,"Tour Guide Level 1","2024-01-11"
56186,804033657,"Senior Agent Accreditation","2024-01-13"
3425,705758884,"AML Awareness","2024-01-14"
72843,211838877,"Security Screening Training","2024-01-14"
28379,577751429,"Corporate Travel Cert","2024-01-15"
57008,851523178,"IATA Agent","2024-01-15"
51745,411633710,"Security Screening Training","2024-01-16"
97510,179402681,"Senior Agent Accreditation","2024-01-16"
31629,399679863,"Tour Guide Level 1","2024-01-17"
83823,642115092,"Senior Agent Accreditation","2024-01-17"
69478,590852222,"IATA Agent","2024-01-18"
79814,632540519,"API Access Approval","2024-01-18"
85804,874399744,"API Access Approval","2024-01-18"
88646,859167142,"Advanced Ticketing Cert","2024-01-18"
22405,709299303,"Advanced Ticketing Cert","2024-01-20"
12198,210051572,"Corporate Travel Cert","2024-01-21"
23964,164087127,"Customer Privacy Training","2024-01-21"
29002,481881839,"AML Awareness","2024-01-21"
42080,604720057,"Advanced Ticketing Cert","2024-01-21"
53087,844113509,"AML Awareness","2024-01-21"
54019,469639174,"Security Screening Training","2024-01-21"
66915,306908733,"Senior Agent Accreditation","2024-01-21"
73365,983234245,"Security Screening Training","2024-01-21"
31602,281979761,"Customer Privacy Training","2024-01-22"
70796,416493719,"Tour Guide Level 2","2024-01-22"
5781,919158647,"Tour Guide Level 2","2024-01-23"
27932,664771135,"Customer Privacy Training","2024-01-23"
89428,671402670,"AML Awareness","2024-01-23"
1043,630231608,"Senior Agent Accreditation","2024-01-24"
21952,994972170,"VAT Handling Cert","2024-01-24"
43760,881068422,"Security Screening Training","2024-01-24"
42193,256092570,"Corporate Travel Cert","2024-01-25"
7599,306668148,"Customer Privacy Training","2024-01-26"
32126,607113513,"IATA Agent","2024-01-26"
36087,718023846,"Corporate Travel Cert","2024-01-26"
47939,239035690,"Tour Guide Level 1","2024-01-26"
84141,278662838,"IATA Agent","2024-01-26"
32117,352212667,"IATA Agent","2024-01-27"
57548,702665964,"Senior Agent Accreditation","2024-01-27"
32908,471713825,"Tour Guide Level 1","2024-01-28"
64467,312886396,"API Access Approval","2024-01-28"
70369,323789701,"Fraud Prevention Cert","2024-01-28"
15491,867020311,"Fraud Prevention Cert","2024-01-29"
41099,657020556,"API Access Approval","2024-01-29"
45114,432318530,"Tour Guide Level 2","2024-01-29"
99381,332825858,"Corporate Travel Cert","2024-01-29"
275,755296774,"Senior Agent Accreditation","2024-01-30"
44048,466425567,"AML Awareness","2024-01-30"
65339,237068606,"Security Screening Training","2024-01-30"
75067,715788344,"Tour Guide Level 2","2024-01-30"
84155,378500771,"Tour Guide Level 1","2024-01-30"
951,330633921,"Security Screening Training","2024-01-31"
2601,285090458,"AML Awareness","2024-01-31"
5398,711956294,"Tour Guide Level 1","2024-02-02"
47669,443596154,"VAT Handling Cert","2024-02-02"
91425,305304279,"Tour Guide Level 2","2024-02-02"
75329,428741143,"Senior Agent Accreditation","2024-02-03"
76279,993567727,"AML Awareness","2024-02-03"
27306,301169628,"Senior Agent Accreditation","2024-02-04"
41517,865616530,"Customer Privacy Training","2024-02-04"
43378,634747070,"Corporate Travel Cert","2024-02-04"
54782,452495095,"Advanced Ticketing Cert","2024-02-04"
56915,110401126,"IATA Agent","2024-02-04"
58355,954089256,"Advanced Ticketing Cert","2024-02-04"
40075,658791143,"API Access Approval","2024-02-05"
40940,826766503,"VAT Handling Cert","2024-02-05"
65420,759840604,"Tour Guide Level 2","2024-02-05"
72849,319277511,"Tour Guide Level 2","2024-02-05"
74369,401249667,"Advanced Ticketing Cert","2024-02-05"
30597,527712216,"Tour Guide Level 2","2024-02-06"
48053,336749607,"Fraud Prevention Cert","2024-02-06"
60667,667513281,"IATA Agent","2024-02-06"
76363,137941030,"IATA Agent","2024-02-06"
87564,978700765,"Tour Guide Level 1","2024-02-06"
24512,458948959,"Customer Privacy Training","2024-02-07"
42491,638788531,"VAT Handling Cert","2024-02-07"
64086,391284780,"Customer Privacy Training","2024-02-07"
274,755296774,"API Access Approval","2024-02-08"
27714,988752414,"Tour Guide Level 1","2024-02-08"
87282,721451638,"Tour Guide Level 2","2024-02-09"
222,216298704,"IATA Agent","2024-02-10"
17208,628839241,"IATA Agent","2024-02-10"
14856,625391140,"Customer Privacy Training","2024-02-11"
35495,189894782,"Fraud Prevention Cert","2024-02-11"
44285,362976736,"IATA Agent","2024-02-11"
54377,108097062,"Security Screening Training","2024-02-11"
76458,531185497,"VAT Handling Cert","2024-02-11"
97342,546060752,"IATA Agent","2024-02-11"
98371,189772132,"Tour Guide Level 1","2024-02-11"
4910,418627234,"AML Awareness","2024-02-12"
6381,674270062,"Senior Agent Accreditation","2024-02-12"
18181,101190117,"AML Awareness","2024-02-12"
33193,956278840,"Corporate Travel Cert","2024-02-12"
66238,521184741,"Tour Guide Level 1","2024-02-12"
83256,833362679,"AML Awareness","2024-02-12"
20734,773548177,"IATA Agent","2024-02-13"
39742,619089962,"Senior Agent Accreditation","2024-02-13"
71682,144058719,"Security Screening Training","2024-02-13"
93488,467189630,"VAT Handling Cert","2024-02-13"
264,442461605,"Senior Agent Accreditation","2024-02-14"
7200,308087383,"Security Screening Training","2024-02-14"
13872,897714240,"AML Awareness","2024-02-14"
35926,716850489,"Senior Agent Accreditation","2024-02-14"
66116,775728179,"Senior Agent Accreditation","2024-02-14"
76788,897901764,"Security Screening Training","2024-02-14"
78125,704276655,"IATA Agent","2024-02-14"
89579,121260695,"Advanced Ticketing Cert","2024-02-14"
91984,483314751,"Security Screening Training","2024-02-14"
92412,954080002,"Security Screening Training","2024-02-14"
8357,582601727,"Corporate Travel Cert","2024-02-15"
11625,627951647,"Fraud Prevention Cert","2024-02-15"
14690,554252744,"Customer Privacy Training","2024-02-15"
55019,460926478,"Fraud Prevention Cert","2024-02-15"
57805,937781914,"IATA Agent","2024-02-15"
72190,703685847,"Tour Guide Level 2","2024-02-15"
97827,825117475,"AML Awareness","2024-02-15"
26202,321753483,"Fraud Prevention Cert","2024-02-16"
36412,743464855,"API Access Approval","2024-02-16"
72678,509635718,"IATA Agent","2024-02-16"
73533,291040217,"Security Screening Training","2024-02-16"
95725,607699713,"Customer Privacy Training","2024-02-16"
16577,242841627,"IATA Agent","2024-02-17"
53011,465202378,"Advanced Ticketing Cert","2024-02-17"
59696,419494864,"Security Screening Training","2024-02-17"
64968,439267455,"Security Screening Training","2024-02-17"
61965,931765404,"VAT Handling Cert","2024-02-18"
4338,253039225,"VAT Handling Cert","2024-02-19"
56664,397170413,"VAT Handling Cert","2024-02-19"
65871,652031344,"API Access Approval","2024-02-19"
77319,446263765,"Senior Agent Accreditation","2024-02-19"
1358,665593813,"Customer Privacy Training","2024-02-20"
10987,272629982,"Senior Agent Accreditation","2024-02-20"
25635,325496629,"Corporate Travel Cert","2024-02-20"
30694,606492594,"API Access Approval","2024-02-20"
42708,666165219,"AML Awareness","2024-02-20"
45726,447825037,"Advanced Ticketing Cert","2024-02-20"
92120,871186647,"Security Screening Training","2024-02-20"
20862,867681073,"Senior Agent Accreditation","2024-02-21"
56894,870558344,"Tour Guide Level 2","2024-02-21"
7051,360586812,"Advanced Ticketing Cert","2024-02-22"
19903,724833453,"Advanced Ticketing Cert","2024-02-22"
63781,585413857,"VAT Handling Cert","2024-02-22"
70932,879658091,"Customer Privacy Training","2024-02-22"
15773,352181859,"AML Awareness","2024-02-23"
81427,232864070,"AML Awareness","2024-02-23"
3772,839008038,"VAT Handling Cert","2024-02-24"
6071,534537899,"VAT Handling Cert","2024-02-24"
10076,484213366,"Tour Guide Level 1","2024-02-24"
10578,379156182,"Corporate Travel Cert","2024-02-24"
14713,983798420,"VAT Handling Cert","2024-02-24"
71747,954117608,"VAT Handling Cert","2024-02-25"
10669,176710285,"VAT Handling Cert","2024-02-26"
50218,196562561,"IATA Agent","2024-02-26"
69475,553362253,"Fraud Prevention Cert","2024-02-26"
83297,682829179,"Advanced Ticketing Cert","2024-02-26"
59797,145733615,"Advanced Ticketing Cert","2024-02-27"
83335,296811948,"Tour Guide Level 1","2024-02-27"
93546,708122694,"IATA Agent","2024-02-27"
97778,797555423,"AML Awareness","2024-02-27"
13951,926557218,"Tour Guide Level 1","2024-02-28"
57891,402574286,"IATA Agent","2024-02-28"
71277,287335182,"Tour Guide Level 1","2024-02-28"
73107,782706363,"Advanced Ticketing Cert","2024-02-29"
75852,438828441,"Fraud Prevention Cert","2024-02-29"
87625,498469701,"AML Awareness","2024-02-29"
3192,560066653,"Fraud Prevention Cert","2024-03-01"
18052,931122709,"Senior Agent Accreditation","2024-03-01"
34863,925899760,"Senior Agent Accreditation","2024-03-01"
46970,874411185,"Senior Agent Accreditation","2024-03-01"
80016,681905925,"Tour Guide Level 1","2024-03-01"
97318,629656841,"VAT Handling Cert","2024-03-01"
2607,655767230,"Customer Privacy Training","2024-03-02"
27244,538824660,"Advanced Ticketing Cert","2024-03-02"
70203,972477190,"Corporate Travel Cert","2024-03-02"
73094,351188726,"Fraud Prevention Cert","2024-03-02"
74733,518535116,"IATA Agent","2024-03-02"
94588,949006346,"Corporate Travel Cert","2024-03-02"
813,680903886,"Tour Guide Level 1","2024-03-03"
2398,760307547,"Security Screening Training","2024-03-03"
24600,309192224,"Tour Guide Level 1","2024-03-03"
50989,238075629,"Advanced Ticketing Cert","2024-03-03"
60648,541319491,"AML Awareness","2024-03-03"
65806,539724279,"Tour Guide Level 2","2024-03-03"
77314,268053877,"AML Awareness","2024-03-03"
80672,677190815,"Advanced Ticketing Cert","2024-03-03"
89662,713904718,"Tour Guide Level 2","2024-03-03"
92311,349170070,"AML Awareness","2024-03-03"
20718,621924679,"Tour Guide Level 2","2024-03-04"
52821,176604144,"Senior Agent Accreditation","2024-03-04"
87734,103574493,"AML Awareness","2024-03-04"
21905,764801478,"Senior Agent Accreditation","2024-03-05"
24807,520326448,"Fraud Prevention Cert","2024-03-05"
65740,276485361,"API Access Approval","2024-03-05"
93007,885763881,"Tour Guide Level 2","2024-03-05"
10825,554770788,"IATA Agent","2024-03-06"
21018,327769975,"API Access Approval","2024-03-06"
23508,588734793,"Security Screening Training","2024-03-06"
28996,769359143,"Advanced Ticketing Cert","2024-03-06"
51454,480498554,"Advanced Ticketing Cert","2024-03-06"
89316,563620603,"Security Screening Training","2024-03-06"
93294,599101019,"VAT Handling Cert","2024-03-06"
16583,608149452,"API Access Approval","2024-03-07"
35291,944024021,"IATA Agent","2024-03-07"
58775,634310104,"VAT Handling Cert","2024-03-07"
65949,239528570,"API Access Approval","2024-03-07"
2989,816140596,"Corporate Travel Cert","2024-03-08"
70189,189329672,"IATA Agent","2024-03-08"
82971,946101487,"IATA Agent","2024-03-08"
95093,838887804,"Corporate Travel Cert","2024-03-08"
96083,992079975,"Corporate Travel Cert","2024-03-08"
70204,972477190,"Fraud Prevention Cert","2024-03-09"
4862,552782477,"Fraud Prevention Cert","2024-03-10"
26151,256316082,"Customer Privacy Training","2024-03-10"
85434,381533304,"Customer Privacy Training","2024-03-10"
30030,948929181,"Senior Agent Accreditation","2024-03-11"
50403,295968068,"AML Awareness","2024-03-11"
54390,376553677,"IATA Agent","2024-03-11"
55349,191793259,"Tour Guide Level 1","2024-03-11"
56108,635176410,"Senior Agent Accreditation","2024-03-11"
62936,562047129,"Fraud Prevention Cert","2024-03-11"
73097,652687562,"Security Screening Training","2024-03-11"
36403,342173460,"API Access Approval","2024-03-12"
62601,797366372,"Security Screening Training","2024-03-12"
84590,182160541,"Tour Guide Level 2","2024-03-12"
91016,214136826,"Corporate Travel Cert","2024-03-12"
405,698049360,"API Access Approval","2024-03-13"
36211,103654802,"Security Screening Training","2024-03-14"
50416,350120422,"API Access Approval","2024-03-14"
75363,245757250,"Security Screening Training","2024-03-14"
19308,562781362,"Customer Privacy Training","2024-03-15"
38190,173711959,"Fraud Prevention Cert","2024-03-15"
38618,967534544,"Corporate Travel Cert","2024-03-15"
10610,596735077,"VAT Handling Cert","2024-03-16"
19075,776787110,"VAT Handling Cert","2024-03-16"
9149,512465452,"Senior Agent Accreditation","2024-03-17"
42705,262616205,"Customer Privacy Training","2024-03-17"
61285,604306474,"Security Screening Training","2024-03-17"
2727,752288430,"Tour Guide Level 2","2024-03-18"
8799,143977666,"VAT Handling Cert","2024-03-18"
12716,704792075,"Tour Guide Level 2","2024-03-18"
18210,104695417,"Customer Privacy Training","2024-03-18"
18822,869684023,"Senior Agent Accreditation","2024-03-18"
44748,887495793,"Tour Guide Level 2","2024-03-18"
46621,553750747,"AML Awareness","2024-03-18"
49014,626003720,"AML Awareness","2024-03-18"
67596,429016673,"VAT Handling Cert","2024-03-18"
95167,393795575,"Advanced Ticketing Cert","2024-03-18"
217,923631560,"Senior Agent Accreditation","2024-03-19"
3088,469126208,"Corporate Travel Cert","2024-03-19"
50311,303805922,"Advanced Ticketing Cert","2024-03-19"
52184,794865425,"Tour Guide Level 2","2024-03-19"
90899,568206464,"Tour Guide Level 2","2024-03-19"
97179,295187515,"API Access Approval","2024-03-19"
4834,412639771,"Advanced Ticketing Cert","2024-03-20"
34005,708104018,"Corporate Travel Cert","2024-03-20"
76654,473437695,"Tour Guide Level 1","2024-03-20"
85770,401613050,"Corporate Travel Cert","2024-03-20"
2668,947034287,"Tour Guide Level 1","2024-03-21"
5534,902381812,"Corporate Travel Cert","2024-03-21"
68222,496068546,"Customer Privacy Training","2024-03-21"
70053,978319099,"Tour Guide Level 1","2024-03-21"
16177,776865199,"Corporate Travel Cert","2024-03-22"
27224,963571087,"AML Awareness","2024-03-22"
35361,142818766,"Security Screening Training","2024-03-22"
46520,712722590,"AML Awareness","2024-03-22"
72193,628973825,"IATA Agent","2024-03-22"
11847,796444915,"Senior Agent Accreditation","2024-03-23"
23335,801832358,"Advanced Ticketing Cert","2024-03-23"
44104,521109979,"Fraud Prevention Cert","2024-03-23"
50116,644575823,"Customer Privacy Training","2024-03-23"
61018,391227268,"AML Awareness","2024-03-23"
2600,285090458,"API Access Approval","2024-03-24"
17784,550946714,"IATA Agent","2024-03-24"
19797,663298438,"IATA Agent","2024-03-24"
27599,182360594,"Customer Privacy Training","2024-03-24"
41484,698583606,"Security Screening Training","2024-03-25"
68443,960654582,"Customer Privacy Training","2024-03-25"
81241,358578586,"AML Awareness","2024-03-25"
4430,537889419,"Tour Guide Level 2","2024-03-26"
32331,784468679,"API Access Approval","2024-03-26"
49164,269496703,"Customer Privacy Training","2024-03-26"
56079,713249229,"Fraud Prevention Cert","2024-03-26"
63685,396006085,"Senior Agent Accreditation","2024-03-26"
10942,167661277,"Tour Guide Level 1","2024-03-27"
27683,667996961,"Tour Guide Level 1","2024-03-27"
35307,288050099,"AML Awareness","2024-03-27"
49141,112644905,"Advanced Ticketing Cert","2024-03-27"
71653,744886102,"Fraud Prevention Cert","2024-03-27"
76077,659741651,"Security Screening Training","2024-03-27"
7462,379328312,"Security Screening Training","2024-03-28"
10399,544564233,"IATA Agent","2024-03-28"
10526,716900113,"Customer Privacy Training","2024-03-28"
32888,709748198,"Tour Guide Level 2","2024-03-28"
46941,800489015,"Corporate Travel Cert","2024-03-28"
59340,893547773,"IATA Agent","2024-03-28"
71983,569584900,"Advanced Ticketing Cert","2024-03-28"
96649,819647383,"Senior Agent Accreditation","2024-03-28"
15127,353933761,"VAT Handling Cert","2024-03-29"
23088,725480728,"VAT Handling Cert","2024-03-29"
42111,503083940,"Tour Guide Level 2","2024-03-29"
83240,997512188,"Senior Agent Accreditation","2024-03-29"
98017,309656629,"API Access Approval","2024-03-29"
18625,951249994,"Customer Privacy Training","2024-03-30"
42887,295980519,"Fraud Prevention Cert","2024-03-30"
62545,904155076,"Tour Guide Level 1","2024-03-30"
68709,236002489,"Security Screening Training","2024-03-30"
94985,122538272,"Tour Guide Level 1","2024-03-30"
2506,443166351,"API Access Approval","2024-03-31"
84928,488193363,"Advanced Ticketing Cert","2024-03-31"
2150,687372942,"IATA Agent","2024-04-01"
12076,161038241,"Tour Guide Level 2","2024-04-01"
28239,570573220,"Tour Guide Level 2","2024-04-01"
42028,943475142,"Advanced Ticketing Cert","2024-04-01"
80982,740070539,"Tour Guide Level 2","2024-04-01"
82312,603458155,"Advanced Ticketing Cert","2024-04-01"
99032,605874277,"IATA Agent","2024-04-01"
5963,132829794,"Corporate Travel Cert","2024-04-02"
31415,750699358,"Security Screening Training","2024-04-02"
89573,249362261,"Fraud Prevention Cert","2024-04-02"
99315,295010148,"IATA Agent","2024-04-02"
41564,174856285,"AML Awareness","2024-04-03"
82013,824286578,"AML Awareness","2024-04-03"
47547,848104475,"AML Awareness","2024-04-04"
48343,892179245,"Advanced Ticketing Cert","2024-04-04"
48971,361051690,"IATA Agent","2024-04-04"
72133,311468415,"Advanced Ticketing Cert","2024-04-04"
80851,357466568,"Tour Guide Level 2","2024-04-04"
6759,340509298,"VAT Handling Cert","2024-04-05"
37074,731763188,"IATA Agent","2024-04-05"
54812,243346565,"Corporate Travel Cert","2024-04-05"
94275,662780578,"Fraud Prevention Cert","2024-04-05"
8310,743089573,"Security Screening Training","2024-04-06"
